emotion,content
happiness,"at the farm not enjoying cary ann, but loving the company!"
happiness,@AnnCurry those photos are lovely! Who knew you were as talented a photographer as you are a journalist!
happiness,@shakeitblueyes good
happiness,I'm ACTUALLY on Skype but ssshh don't tell anyone.
happiness,The Eagles make saturday nights so much better.
happiness,@GericaQuinn Yay  I Feel Loved  By You And My 113 Creepy Followers.
happiness,LMAO Twitting... thats never gonna get old haha!
happiness,"@bunnymousekitt hahaha, yes, our discussions always seem to jump around randomly"
happiness,OH EMM GEE!! QUEBEC IN 16 DAYS. I AM SO EXCITED.
happiness,"@xstaylor LOL!  Considering the recent debate on DL, I'm not touching the bad boy thing.  I like the logical ones."
happiness,@heidimontag my saturday was good  i cannot wait until this monday night
happiness,Got some beautiful flowers and a mag subscription for Mother's Day  Spoilt! &lt;3
happiness,@isabellacane Thanks! I was gonna make a joke and say they look just like mine!
happiness,@ihatecrayons http://twitpic.com/4w75p - I like it!!
happiness,"I have lived through our band's first performance, and it was pretty damn fun."
happiness,is tired but happy the orphanage was wow.. and babysitting was really fun
happiness,is off to Tagaytay with the family! Happy Mum's Day to all you hot momma's
happiness,"Watching water boy  about to grub on some carnisada. Yum,Yum!!"
happiness,@car4dave lol thanks!
happiness,Watching superbad with brit
happiness,@limheeian iPhone is awesome man!! Time to join the Apple cult!!
happiness,on my way homee  i love long car rides&lt;3
happiness,Did anyone go photographing today? I managed to get a few macro shots of some flowers that were blooming
happiness,@sparrowstudio They turned out great! And I had a killer workout before-hand so no guilt
happiness,@davedays GAH! I got some of your songs off itunes  I'm so happy! They're SO AWESOME!!! keep it up!
happiness,flashlight tag!  i love playing games in the dark.
happiness,relaxing...enjoying the evening
happiness,I got the new Silverstein CD. aha. Its AMAZING.  I highly recomend it.
happiness,"@JaySodmg heyy jay, wat's going on witcha ? &amp; do you want a twitter background ? you already know i gotcha if you need anything."
happiness,"@lunaliu  You are such a positive thinker, I am for sure keeping you around!"
happiness,on the phone w. Chantellie ! &lt;3
happiness,@acummings I am ecstatic client can do a deed in lieu of ...so Monday I will take my sign &amp; lockbox off happy another satisfied client
happiness,@tadasauce Have a good time
happiness,"this song called stolen, it soooo amazing!! it by Dashboard Confessional"
happiness,@janae24 LOL! Let's find something quickly.
happiness,I gave a homeless lady named Ruby an Ice Cream sandwich and a cigarette.  That is my g00d deed for the day. :p
happiness,Chilling feeling really nice..
happiness,@LiveInLove10 YES!!! haahaaa.! break out the jellybeaniesss!
happiness,Watching the CAVS!!!!!
happiness,FTSK and Mercy Mercedes were amazing tonight.. as always
happiness,"@mahamimo Thank you! Your makeup art is top-notch, come to my house every morning! ha ha"
happiness,"just got home after an hour at the track, I feel real good now =P running is nice  and abs work and push ups haha =P"
happiness,"@mynewgroove I said I wouldn't drink tonight, but I say this as I drink this Sam Adams"
happiness,@spiderdj82 thank you. yes yes. hooray!
happiness,had fun at chel's with nicole and cried watching benjamin button   exciting night i must say
happiness,"@eliasharrak ummm, come on, for me twins and slurpees, and being in a car with the twins is going to be pretty epic!!!"
happiness,Having fun with all my dolls  tequillla...carne asada....and my mom dancing funny!
happiness,Averaged $31 per hour at work today! Gotta love holidays
happiness,"listening to @hardqueen after last nights Up from the Underground screening, awesome job @latapia"
happiness,@scenexxqueen haha. welcome to my world. we fail together.
happiness,http://twitpic.com/4w855 Operation Happy Mom a success!
happiness,Finally going to bed! Woo-Hoo! Gotta work at 5am! Lots of love to all!
happiness,"Reading, cryin, reading, laughin...  Enjoying the ride while being enlightened and inspired by letters to a young sister!!  Thx Hill."
happiness,"About to pik out my hair, braid it up, scrub off my make up and relaxxxx.... tonight was fun"
happiness,loven the rs ftw pvp is bac
happiness,@shygamer @Zeralyn I told ya'll I am a good girl. You can see my halo and everything
happiness,"I love these App things, it be hella awesome bro."
happiness,relaxing night at home with best people
happiness,@garrettmurray Same here!  I just wanted it to keep going and not end... ever! ;)
happiness,@cldoug Jana laughed when I told her about the anniversary tweet.
happiness,"Played some Mythic Brawl in order to get a good screenshot. Instead, I got a Perfection!"
happiness,is cute
happiness,"FIFTH RUNNER UP  at keg with @kirsten95 , @devonshire94 , hannah, darian, fiona, &amp; phillipa"
happiness,Goood Moring
happiness,Women in Science &amp; Technology conference in La Jolla - what an interesting day!  Met some really great people!
happiness,@DomSoFresh bl MUTHAFUCKIN ah!  I win!
happiness,Search Ryan Carera &amp; Josh Kelley  They're really good
happiness,Hellerrr new followerss. I'm Tricina &amp; uhhm I'm cool
happiness,"Great motorcycle ride along Hood Canal and through Gig Harbor today. Not to warm, great sunshine, stunning day"
happiness,@carljohnston
happiness,Reached Bangalore!! Now gotta hunt for rooms
happiness,@shmeezie thanks for having me! i had a great time too
happiness,@r_city tell brandon I said hi!!
happiness,baseball games whoo hooo  when to banquet yesterday at the hyhtt sooo fun
happiness,Watching Groove the movie with @mikecase my hubby!
happiness,Top cashier at work today! woot woot! now off to have a drink...
happiness,a chilled day  party tomorrow.
happiness,"@TheAsterik BETTER BE. ALSO, YES. UNF UNF &lt;3 ...Lisa still hasn't gotten any, btw  *smacked*"
happiness,Watching Sex &amp; The City at my brothers soccer game. I have totally defited the purpose of coming.. Hehe
happiness,@JackAllTimeLow Im glad you're a lot happier barakitten  &lt;3 see yah in july
happiness,@SHCollectibles Aww Thanks!    Glad I appreciated the weather so much yesterday!
happiness,@jerennyofficial Hahah JONAS in 10 min!! woop woop! it was fun me and Doug had a 2 cmmt convo. it was magical hahaha
happiness,@jackalltimelow lucky! that's awesome
happiness,A long day with the family.   I'm so tired now.  Had fun!
happiness,"Come on Kirk, hook up your Wii to the wifi....you can do eeet!"
happiness,@opinionatedant Have a great weekend Mononoke  I may be tweeting from inside the movie theater either Monday or Tuesday  lol
happiness,Finally making some headway in the family room!  Home is finally begining to look like it!  btw dial up can go die!
happiness,"And, I'm accumulating money again, so I can use a fancy finance app. Thinking of getting another CD or an IRA.  saving for a house. crazy!"
happiness,havin friends over hangin out with christian tonight!!  gonna roast marshmellows and chocolate and cramcrackers.!?!?!
happiness,"winding down, love having a low key day."
happiness,Partied long and hard...goodnight Twitter see ya in the mornin
happiness,@bluecrystaldude happy attending kenduri.. eat those yummy stuffs on my behalf ya.
happiness,@starryeyedsoul Meeeee! It sounds delicious
happiness,I hope they re-run this nerdprom later-  sounds like they're having LOTS of fun.  Thanks all for the play-by-play
happiness,Getting my hair done bout to hit the club ....... Ha see u later ....... Smooches
happiness,"Coool. - Weekend wasnï¿½t that great, eeeh. Whattttever.  Friday was better than I expected it to be, so I... http://tumblr.com/x9i1qwu42"
happiness,Just watched another episode of JONAS. Is it better than Hannah Montana? Very much true!
happiness,Starting out @chuckreynolds bday bash with a Blue Moon  - Photo: http://bkite.com/07k6X
happiness,"@russiandiva  Tat, You looks beautiful and are a heck of a mama and business woman.   Dana"
happiness,"@assos Eh, it's alright - nowhere near the same quality as a standard keyboard, but still useful!"
happiness,Get on a plane! Come drink my Cristal with me
happiness,See No Evil starring WWE wrestler Kane. You should watch it
happiness,@Afish0410 awwww jim jam  we're good at dodging meatballs WOO
happiness,The Black Canyon seriously have the BEST fusion food around
happiness,McDonalds in the car.  http://tinyurl.com/onoger
happiness,@xxLOVExxPEACE yes  and i want you to keep going if you would ;)
happiness,@aprilllllx hey girlie!!!
happiness,"oo. and studied today outside after having a ben+jerry's.. wearing a sundress, hopefully didn't get an awkward tan line.. haha!"
happiness,@onti1 have fun tonight
happiness,@actionchick  YAY! I love new ppl! WOOOOO!!
happiness,"i have twitter, sooo i'm pretty damn cool now"
happiness,@christian792 LOL we're such twitter addicts
happiness,just woke up from a delightful nap. I can't desribe how much success is involved in an 8am nap on sat night....need rhubarb now
happiness,Happy Mother's Day!
happiness,Get to see and hopefully meet these guys next week at ROTR!! Can NOT wait!!!  Adelitas Way - Invincible ? http://blip.fm/~5ynxr
happiness,On my macbook  Inviting Friend to Twitter  and Happy Mothers Day
happiness,@hobbz You really think it was that awesome? We'll have to discuss
happiness,@cassowaryjewel Excellent point.
happiness,yeah! i made a drawing today and now im getting flooded with requests for portraits for people
happiness,Welcoming cimmarongirl  I'm so proud!
happiness,Ushers: You guys made Mother's Day really awesome today! Thanks for coming in early to prep the surprise gifts for all our moms!!
happiness,"@Postlemonkey Oh, awesome, I have Yahooo!  Good night, sleep tight, don't let the bed bugs bite!"
happiness,@glossymom yeah i am getting to that point. Need a new phone anyway so its gonna happen real soon!!
happiness,@taylorswift13 Mine too! Hayley is great
happiness,@MariahCarey can your 500 hrs of beautey school fix that?  haha
happiness,"@justinsxe woot, woot! super cool"
happiness,@CherryBlossoms4 YEYYYY MADDY IS FABULOUSSSSSS GOD BLESS HER
happiness,Had a ton of fun w muffin today
happiness,Bleah a tad tipsy and too many cup cakes. Maddies birthday tomorrow + family party
happiness,@AimeeLady The girls there last night would have let her! And I figure the boys would have enjoyed watching...
happiness,With my jordie for a little bit
happiness,Just saw the new Star Trek movie. It was so good!! Zachary Quinto is amazingggg
happiness,@heffabella i dont know u but heeeeeeey  my name is shannn *extends hand* put er there. where u from?
happiness,"@bumblebeex0 yeah the freedom is awesome, it's great being a little more independent"
happiness,"DW, that was funny"
happiness,getting ready for the concert tonight! YAY!
happiness,@Kicesie or elope  I can't wait to see the pictures of you in the dress. It will be breath taking
happiness,Bass drum heads breaking equals bust. Who needs tickets for May 15th? You?
happiness,&quot;It's not rape if you scream surprise first.&quot; - my customer just said to me. Haha.  (via @OMGitsJessieLee)LMAO
happiness,@musiclove18 haha thanks  its for history and its on how the invention of television has influence america lol
happiness,@JonathanRKnight BTW I STILL can't believe how Awesome the NEWJABBAKIDZ performance was...U in the masks..I screamed at my pc
happiness,just finished YSC runthrough for service! It's gonna be awesome!  - http://tweet.sg
happiness,anyone excited for harry potter like i am. damn twilight postponed my first love   oh well off to find some hai chai
happiness,"@SairzBillington lol, thanks  I think my husband would classify it as &quot;annoying&quot; - but I like awesome so much better"
happiness,@GericaQuinn lmao haha nice lolz it's all good though. i can wait  lol
happiness,good morning everbody!
happiness,you are so right! @Adrianmw1
happiness,good night! im off to sleeep!!!! 5 am  good mornining! xD
happiness,@DianaRay1 I KNOW I'm so excited for them!
happiness,BYEEEEE!!!
happiness,*PEN JAM CLEARED* CLICK!
happiness,Yay! Made it home. Feels great to be back and it's still light out.
happiness,"The food here looks amazing! Our dessert is Frozen Grand Marnier Souffle, of course we have to eat @ the bar"
happiness,just got back from greenlake.  it was such a nice day today!
happiness,THANKS GUYS! 200 FOLLOWERS
happiness,@inflight1  we get so bored with routine.. lol!
happiness,@plsdontgogurl That's the one. I wish I have a video compilation of @jordanknight's thrusting
happiness,@LiveCrunch haha  Thanks!
happiness,walking home listening to music and singing to myself. :d Six feet under the stars
happiness,@charmainelhs then you must insist you write essays the twitter way - no more than 140 characters
happiness,@lar206 just saw a baby blue regal with the word &quot;SLAB&quot; written in huge letters on the side  hahaaaa
happiness,"@RussellMoyer olawd go see it, its priceless  soooo funny"
happiness,hey guys = ) i went to Jenny's house today!! i had so much fun    so how about everyone else? what did u guys doo?
happiness,@KeepinUpWKris hope you have a great day tomorrow!!  happy mothers day!  let us know what you did
happiness,holy smokes! star trek was freaking awesomeeeee
happiness,"@geramie yeah I was thinking about that ,ahaha"
happiness,Been Mother Day shopping....wow...big thanks to my sister for coming with me. Sorry about getting you drunk though
happiness,With @MOBARZHARLEM walking the streets of Harlem. Home sweet home
happiness,@omgdarleny hahaa your awesomee !
happiness,feeling like in 16 again - watching TWILIGHT &amp; enjoying it
happiness,I'm so proud of my NAU graduate friend!!! We're getting ready to celebrate  tonight!!! It'll be an international ordeal~
happiness,have a good day  @tuanyia @mirandaspazz @augustblossom @amoremotore ? http://blip.fm/~5yomt
happiness,@capemaybooks alright don't want you to overdue it now. LOL you are funny  nite nite
happiness,@mikegentile http://twitpic.com/4l85a - best kind of gum ever! I just bought a pack
happiness,@SecretVampire:  nice to see you on twitter!
happiness,@loyaleagle good catch!  Thanks a bunch- have to put up a new widget.
happiness,"Had tons of fun, yay!!  On to after prom for lots more fun, horayyyayayay"
happiness,Wishing a Happy Mothers Day to all the wonderful Mothers out there.
happiness,@MarvetBritto Awesome! that's how I wanna roll when I become mogul status
happiness,my new phrase is 'you never doubt mo williams'   six game win streak!
happiness,"..my mother just WON the City of Terrell, Texas District 2 'City Council' Seat  ..i'm M.i.A lol HAPPY MOTHERS DAY"
happiness,mrskutcher &amp; aplusk you two are to funny!
happiness,just got back from my grandparents suprise 60th anniversary party...it was sooooo much fun!!!
happiness,11:10pm on a Saturday... you know what that means! BEDTIME!
happiness,had a very good day and is now going to get into bed!
happiness,haha i just watch a funny ass video on youtube  made my day
happiness,I'm learning the guitar very quickly. It's coming naturally
happiness,Going to church in the morning...happy mommas day almost
happiness,http://yfrog.com/0guyoj bonfires are my fave!
happiness,I know my sunshine did wonderful today  I had an alright day! Text me twitterers.
happiness,@ExocetAU i always have those for my Champions League parties  Tis awesome
happiness,Its 11:11  make a wish
happiness,"Grilled chicken, broccolli, and water.  Yummy and healthy. Well until I put butter on my veggies but whatever"
happiness,"@aoibhe   well, I couldn't get a real clear shot, but I've got the best I could...silly people walking through the admitting of the ER..."
happiness,@heyitscheryl ooh like what? I'm planning on spending the night in as well
happiness,watchin family guy
happiness,(L) ice grande half-sweet French vanilla soy milk from Starbucks means summaa's coming !!!
happiness,@KarlaaM_ A blouse! ahahaha I gave her money and she went to get it!  Where's your mom??
happiness,Thanks to @ksatnews and @doublepunching for the updates on tonight votes.
happiness,@bumblebeex0 awesome! maybe someday I'll find a book of yours on the bestsellers list? lol
happiness,I had an amazing night with my friends!!!  now I am losing my voice!
happiness,@sweetdee15 Your peanut butter soup was amazing and so was everything else!  Your soup was just a higher form of amazing
happiness,"@tuffyr that is cute, a manly cute of course.  reminds me of a Scion"
happiness,happy mother's day
happiness,"@BeDimples Lmao dimples naww thats cute , ok ill try to remember first of winter is dimple day"
happiness,Smoking Maryjane is my favorite thing to do  speaking of ima name my daughter Maryjane Lakoda. Lakoda is mrijuana is latin&lt;3
happiness,listening to the falling rain...lalala
happiness,Strawberry margaritas + baked stuffed shrimp =
happiness,Makeup + cute dress = I'm ready to go
happiness,"its a beautiful,albeit, windy at times, night in So No...."
happiness,@DanWarp &quot;Shut Up&quot; was the line removed from the locker scene! I bet I could recite that speech easily! Dare me?!?!
happiness,Figured out twitter for my phone
happiness,"@BeccyR It's a program that shows all Twitter and Facebook status updates all in one.. it's alright, but yeah probably won't use it often"
happiness,"A slice of pizza, a movie (Star Trek), and a shared hot fudge sundae @ Sundae House. Saturday nights are Date Nights again"
happiness,A gift to myself. PUBLISHED! Episode 68 Align and Re-Align with Sensitivity Level 1-2 75 min #yoga class  http://bit.ly/8QAgh
happiness,"I just put my TV on the Canucks game and they score  yaay come on VanCity baby (I know, I can't believe I'm watching hockey either)"
happiness,"JONAS was absolutely heartwarming. Now, time for bed. Goodnight!  @Jonasbrothers"
happiness,"@DanielleAdalis the ending is te funniest, you'll see. ;) @JonasBrothers you know paranoif is always stuck in my head?? Love it."
happiness,such a fun night with Bekah just talkin and stuff. Wuv her
happiness,lucky to be where i belong
happiness,Just got home from a day of pampering and shopping!!!! My white outfit is now totally complete
happiness,@Coodieranks Thats nice. My cousin just left my house. He has daughter's their all daddy's girls. So sweet
happiness,alone @ home... nice  very nice!!
happiness,@Claymoore for sure! You and your wife seem like cool cats.
happiness,is hanging out with the roomies. I adore the 4 gentlemen I live with. Great people and a good talk when discussing boy issues!!
happiness,woah! I Love the new twitter app! So many new things to do. just got finished watching Jon4Lakers video on this and it was good.
happiness,what fun!  I got retweeted by a bot
happiness,@e__O lol but tiz a good song
happiness,Star trek was good times.
happiness,Crawling into bed super happy that the Penguins won tonight
happiness,@jtimberlake love the new website
happiness,@Dynamomagician Dude you are awesome
happiness,"@penguinsnews Go Pens go, Gino Wins it for the Pens"
happiness,@ayanakamura0428 so excited for you and Paris ooh lala  i look forward to knowing you a long long time lovely ! hugs n kisses g
happiness,loves John Mayer's updates.  And modeling in the hot sun... and being sweaty... jk. But seriously...
happiness,Doin the Damn Thing Here at the Crib..Bout to Watch Star Trek... Yup
happiness,@Teresamerica oh yeah he IS!  .. you should see him when he REALLY gets going! LOL .. doesn't care WHO doesn't like it heheheheh GREAT!
happiness,watching beauty &amp; the beast  haha
happiness,"Thanks to good friends for coming out, hanging out and being our ears out there, you know who you are"
happiness,@justinphillip. Awesome!  what kind?
happiness,"Nice win by the Dodgers, 8-0 over Giants"
happiness,Parrrtty!..Playing twister and getting tipsy!...well everyone else is lol
happiness,whoohoo! just went to get movies and junk food  its a womens night mwahaha &gt;
happiness,got it? good. HAPPY MOTHERS DAY!
happiness,"@JanieceLincoln Ha... Totally go for it. You're a journalism major, so it's a perfect fit."
happiness,@alidg take me with you!!!  Have fun!
happiness,Watching One Fine Day while eating my cereal. Start a good sunday with a good movie
happiness,"is going to be in Cincinnati all day Sunday...visitin' with an old friend/brother from Korea, then a date with someone special"
happiness,@Shaunie_O Awesome! My family owns it...The Flowers.. and we love having your kids there! They seem to have lots of fun!!
happiness,@josieinthecity LOL!  good men watch the flicks w/us and just sigh!  this is a good flick so far it's called &quot;Because I Said So&quot;
happiness,"@IncredibleLAGO I'd be soo honoured if u cld chk out my beats, perhaps sm advice on wat I nd to do 2 improve da overall sound of my music"
happiness,@thatswhack74 aww that's sweet! i made a home made card and i wrote her a song...   it wasn't that much but oh well..
happiness,at dancing...waiting for my turn  hope i get my newww cd with the funky reel music todayy!!!
happiness,@CocoDishman wasssup cocoliciousness!!! I knew u didn't recognize me!  how's ur daughter?
happiness,@4everBrandy looks like your having fun
happiness,"my two new favorite prayers:  &quot;help me, help me, help me.&quot;  and &quot;thank you, thank you, thank you.&quot;"
happiness,@avenue_a The rocky kind! With little rockpools &amp; octopi &amp; shells &amp; stuff. Now I want to be at the beach. Its the perfect overcast day.
happiness,Thanks! carry on the craziness again!!!
happiness,2026 2164 6790 9128  Add me up and lets play something.
happiness,@vogleratmizzou yay about breaking 200!
happiness,@MariahCarey Happy mother's day to Ms. Pat Carey
happiness,"@MaryCateOMalley Like the Simpsons? That's like asking, &quot;so you like breathing?&quot;"
happiness,Pinkberry
happiness,FOOOOOD  yummy so. whose washing the dishes now ? NOT ME ! not i ..    rofl
happiness,@chrissinicole I guess thats just how I am lol
happiness,@peacelovekelly and we will all eat it and be happy
happiness,another bday w a special friend
happiness,Just watched the movie The Holiday. I had forgotten what a feel good movie it was!  Lovely evening.
happiness,Just at Starbucks with Farrah!
happiness,Going for a ride! Perfect night to go out and chill
happiness,Had a nice dinner with mom! I've started the chicken rolls. They are going to cook overnight. The rest I'll do tomorrow.
happiness,please check out www.mysweetebony.com and lmk what you think  ... my first paysite ... post up your site too!
happiness,"i need to see @betsycon7...now! someone buy me a plane ticket, please?"
happiness,is NOT watching Star Trek tonight. But is heading to a lovely dinner and fun board games night with @chrisweis
happiness,Watching one of my fav movies Sparkle  + go get food later!
happiness,Listening to dashboard confessional &amp; counting down the days until the @varsityfc concert on May 16th with @ashgoz
happiness,@coleryanxxx yes LOL that's good one .remeber that bottoms are always the top .
happiness,@BabyPatches I had a very good day - lots of stretching and sleeping in the sun
happiness,Margaritas with my Momo. I've missed her.
happiness,@Pamela_Edwards Heh heh. Odd but amusing. Thanks!
happiness,@PaulaCampbell Happy Mothers Day Paula
happiness,@Personal_Trainr Thanks for the link.  It made me smile
happiness,"@Joannah11 I've had @hempware for a while now, just in case. And yeah, I start work there again tomorrow. Very excited"
happiness,"@CrysWinchester HAHAAH! Crys, you blowing the fuses is a typical move"
happiness,@Pamluther I'd like to put your fruity article on my website if you'll permit
happiness,Feet hurt...finally in bed...will not forget this crunch when it's over...very very productive day today though
happiness,Wearing &quot;purple with a passion&quot; by OPI and I absolutely love it!!
happiness,http://twitpic.com/4wc1y - Cracking myself more &amp; more up..  PhootoBoothingisFunForBunny Volumen Eins!
happiness,Today was fun  I &lt;3 meeting boardies! The acoustic set was just soo phenomenal!
happiness,Time for bed!  Hope your saturday was as lovely as mine was...
happiness,watching my new season eleven dvd
happiness,JONAS rocked tonight!  going to bed after I write a lil bit... Night and bless all
happiness,@Kevin_AnR_Shine Feeling pretty good. You should check this out http://www.myspace.com/bigcitymonkey Just saying.
happiness,okay the new jonas episode was awesome
happiness,Back in New Mexico again! Happy Mothers day to you mothers out there!
happiness,"@vardenrhode Many thanks, mate"
happiness,LIVE FROM NEW YORK ITS SATURDAY NIGHT!  finally a new one
happiness,had a lovely breakfast with mum...yummy pancakes
happiness,@johncmayer Haha your humor makes me happy
happiness,My inner desire is to go to an isle in the middle of the Mediterranean to soak up the sun; Good night... as I dream that inner desire.
happiness,finally packed...thinking its time for some sleep! Ready for Chicago!
happiness,"@teamwinnipeg  Gerry, THANK YOU for following me!..help spread the news...further...I think this will be cool...thank u thank u thank u!"
happiness,is obsessing over chris pine  heehee...
happiness,omg  @nicolekennedy i found it  thnx
happiness,"@mrs_nickj07 Um....Nicks Voice,Smile,Eyes,Laugh,and Hes a Great Rolemodel"
happiness,started a great mother's day season!
happiness,@Hstreet96 always good to see you - even in cyberspace
happiness,@AliciaWag hehe - about NZ being the most magical place on Earth.
happiness,@Jakpedz you should come out!!
happiness,Jumping im the shower after a long day of work  it shall feel ahmazing I CAN MATH!
happiness,@YourboyH thank you broooooooo!!!! I've been out of the twitter loop today!
happiness,@ Butlers watching Dr. Farmer rock out w/ the hispanic Jimmy Hendrix ... drinking Cosmos
happiness,OMJ! The 3rd episode of Jonas is too great! They are so funny. I wish I was the Pizza Girll. Lol &lt;3
happiness,has decided NOT TO GO TO UNI TODAY!  http://plurk.com/p/su0yr
happiness,Finally off work!!!
happiness,"@DonGeronimo dear michael sorce, you crack me up! sincerely, me"
happiness,@laniew the exact one i was thinking of  the bestttt.
happiness,"'Cause you have that effect on me, you do ? ?Currently loving Hey Monday. Thanks a lot, @alexrellosa."
happiness,"11.40 AM. I don't wanna wake up. Shoo, roommate, shoo."
happiness,@glorianatheband hey guys!! saw you in st. louis and LOVED you.. would you ever play in CT?? i met you outside after and u were SO NICE!!
happiness,@slashfilm peter!! follow me!! oh and have fun in europe!
happiness,"I painted my nails metallic blue but Iï¿½m really sure about how it looks, itï¿½s a pretty weird color!! I think itï¿½s cool"
happiness,@bella456  im going to my inlaws tonight.  hopefully my new niece will be there!  who needs kids when my inlaws have them all for me!
happiness,Going to Jack's for dinner with my BFF!
happiness,You should retweet others good tweets at least 10 a day to get involved into things at twitter
happiness,SNL with Justin Timberlake!
happiness,"@cowpunkmom Sweet deal! I so want to see that movie! Methinks we may have to do a Star Trek movie night some time, hmm?"
happiness,had a awesome day!
happiness,live long and prosper  #fb
happiness,"Noticed Wellwood has all his teeth in tonight, that's nice"
happiness,OMG... Folding my laundry and matched ALL socks to its perfect pair!  Good laundry folding day it is
happiness,"Everyone going to the hometown show is excited they get to go on Thames Street. I'M GONNA SEE THE ORIGINAL THAMES RIVER, BITCH. ohhhh."
happiness,@vulcansmuse @lorirusso still waiting to have a beer with Moldovan. At least he's happy I came.
happiness,THE CURIOUS CASE OF BENJAMIN BUTTON!!!!! I'm so excited about this fucking movie
happiness,"After sleeping in  the rest of the day was busy. however, I got to spend the last of it with my favorite babysittee (the kids are great!)."
happiness,@mundah and I'm really glad you were able to watch the game
happiness,@WatchMeRise youre very welcome....you deserve it!!
happiness,@Roqayah good morning
happiness,had a GREATTTTTT day    taking Liz home now. &lt;3
happiness,@missSHANNAbaby YAY  u get to see ddub again ;) those 5 men always keep me happy &amp; motivated
happiness,Is enjoying staying in the house today
happiness,Ouutside in the city talkin to trey trey  i misssed him
happiness,i would take the ???s out the sky for you
happiness,@MrsTravisBennet its cool.  Im glad everyone had a nice date night.  Maybe one day ill get one too.
happiness,is excited about so R and R for mother's day
happiness,"just about to go home. I'm usually 'mr. positive' but this has been one of those daze. well, 15 mins until tomorrow!"
happiness,"@Peacehippie04 is a loser;) baha, dude! i'm gonna come &amp; put those pictures on my myspace really quick!"
happiness,@ChynaDollxo  Na my friend.. why? you ask  is it my great physique lol
happiness,Archuleta &amp; Cook will arrive in 2 days!!
happiness,"@QueenSapphyre So!!! Why should that matter? I bet you would be GREAT at it! I do!!! It's what you love, right? Why not go for it!"
happiness,@PANICitsLeslie Aww that's still awesome. You had fun though I can assume.
happiness,Moveout should be fun. Thank you VT students for working to make VT the best that it can possibly be
happiness,@Metqueen sounds awesome..
happiness,@erichalvorsen @LorenBrinton @nicksantino i say you all tour again. same lineup...with austin gibbs!
happiness,@katevoegele that was an amazing concert!!! got some really good video and pictures
happiness,@MrsBlue23 its been reli gdd ty its 4.50am lol and im not sleeping :O but im watching tv alls good lol how was yours?
happiness,@jerwjr Thank you!  I'm working on @ddlovato's
happiness,http://twitpic.com/4wdgr - Yay! I'm a blonde again!! I feel so girly
happiness,@amoonchilde  Thank you!  Tomorrow is my b-day too! I tease my Mom and tell her I was her Mother's Day gift.
happiness,is up. moooooorning!  http://plurk.com/p/su3dg
happiness,"Ha, sure  hey, text me normal. 512 718 4879"
happiness,sleep time  big/little lunch tomorrow at olive garden
happiness,"Thanks for the concern, guys. A few stitches later, all is well. Whew."
happiness,now accepting maid applications.  would be nice if you'd start first thing tomorrow - would make a wonderful Mother's Day present!
happiness,Having dinner @ Rainforest Cafe with Laura.
happiness,59 may be my new FAV number!!!
happiness,@rowansong !!! It's fantastic!
happiness,"@courseofhistory Vancouver, so classy.  #canucks"
happiness,@Jinxie_G yup - that's where I watch all my movies
happiness,@valerie2776 Quite a few. Peacocks and Oceanographer's Choice are my new favorites to play
happiness,@Samantha797 Yay! Tell her I said congrats
happiness,@Mary_R_Roberts I LOOK forward to seeing and sharing
happiness,More pictures! It was such a pretty day  http://tr.im/kWOD #fb
happiness,Nighty night Twits! Tty in the morning...
happiness,@WildFlowerSweet lol... hell yeah!
happiness,"&quot;Bad words are a crutch, they lead to tattoos and peircings!&quot;  Hahahaha!"
happiness,"@bwmson And so very you.  You know I say it w/ nothing but love, dude."
happiness,Happy Mother's Day!
happiness,"Just saw Star Trek! It was AMAZING! Seriously, so good. The entire cast was excellent, Spock and Kirk especially.  I want to see it again."
happiness,"@SRMPROMOINC lol, sounds fun"
happiness,what a fantastic saturday
happiness,watching Justin Timberlake on SNL
happiness,"had a fun time at the concert!  almost got a picture with Taylor Momsen, freakin next in line then she left!"
happiness,just watched yes man. bahaha. that movie is messed up
happiness,@KimKardashian saw you today! So BEAUTIFUL!! You looked so good! Glad to see the wonderful turnout!
happiness,got a new prom dress
happiness,The horoscopes website I use has all changed around  I like it!
happiness,"Love, laughter, creativity."
happiness,@MathewDavid iknowww! Not many people know about it tho. So I like to keep it my little secret
happiness,@mattmccoy Interview! 177 views! 22 away from 200!! Thanx for reading ppl!!  http://tiny.cc/GmKbT #mattmccoy
happiness,@Mansur_Rahal Thing about living is that there are always undeveloped pictures in your future.
happiness,"@HannaHassan go to mid valley la boobs  haha! never mind la, i don't wanna go with you anyways"
happiness,Heading downtown! Drinks and dancing!!
happiness,http://twitpic.com/4wdui - She's so festive aint' she hehe
happiness,@JenAlaniz Don't worry you will have Ava to distract you on the flight
happiness,played okami for 14 hours today
happiness,Just spent the evening at a gala for her high school drama company's 20th anniversary. Lots of memories
happiness,lol...my neighbors must think im nuts...for #canucks
happiness,@Custardcuppcake how is Aussie...im hopin to be there in Sydney in less than a week just got my VISA on thursday whoot whoot
happiness,@courrtneyyy Thank you so much  Me neitherrrr!
happiness,@DonyaMaries oh absolutely!  I cant wait for the lettuces to come up.
happiness,@dzaniff I was searching for interesting people on twitter then i found yours and the link of your blog was posted on your profile.
happiness,"@Ms_Nigeria oh yeah I know  We met when I was taking out the trash, hhaha"
happiness,http://twitpic.com/4we51 - summer is here.
happiness,@karinphillips it's because you're popular
